,pmi,trade,ip,oil,fin,ai,copper,usd,factor_static,factor_smoothed
2018-12-01,48.86962499999999,-7.076625987777607,-0.123689748331468,-10.296332773581984,-3.1300232031778656,-0.7845283662554358,-12.17537968598974,-3.734730085564397,-0.7133120403694664,-0.5847914534899976
2019-01-01,48.612325,-6.411610008419211,-1.8404739487006272,-12.895056992151964,-2.4550803026422727,-0.7515542555512484,-16.036530257353366,-5.722486695141282,-0.7300082181126142,-0.6202314059211045
2019-02-01,48.44995000000001,-3.4998671218735566,-1.4060488382954373,-2.172433379886052,-1.9109837856926,-0.5945962653061873,-9.843556583762748,-7.4978885339138435,-0.5283523471410997,-0.5129339254668697
2019-03-01,48.358075000000014,5.384646420949379,0.8365891572354123,0.3271592530002865,-1.816969690842312,-0.4237982366245021,-5.448460982323178,-7.684644311619237,-0.2789457505574092,-0.36901575688135846
2019-04-01,48.29619999999999,-1.2082439435698422,0.9369883750723228,-0.1864602544543459,-1.624276167967458,0.1921041055117641,-5.42716328324545,-7.824762620917203,-0.21025265721438105,-0.3198225687423198
2019-05-01,48.24369999999998,6.976548461158938,3.1388046216245247,-8.895158858058183,-2.0975172397891644,-0.7365230395769997,-10.483099242826077,-4.7613005966411714,-0.341542669662959,-0.37929376094852607
2019-06-01,48.20245,-4.6800511889946055,-1.5793353565610957,-17.032909712752353,-1.9864037883967745,-0.2412308390587981,-14.074357674176706,-2.571976369109885,-0.47892903723177827,-0.43731273697506573
2019-07-01,48.17435,1.477781573062131,-2.508975972025252,-14.090301612236056,-1.6690394292363504,-0.1878347361996973,-3.75076608818542,-2.9263844696115537,-0.2787836296538516,-0.3755351772554285
2019-08-01,48.170225,-1.0405876347345575,-3.5686922688253686,-19.50795623799213,-2.380660418506668,-0.3523162147794902,-4.507929336819883,-2.642186358088572,-0.4934280698259136,-0.40674374310419875
2019-09-01,48.20709999999998,3.574248122260037,-0.3779650152016867,-21.08577535946605,-1.951658028728698,-0.1491442186416792,-3.5254313891154188,-4.074885347373392,-0.29126248769313867,-0.31339441785660027
2019-10-01,48.28777500000001,-0.5912070032435324,-0.2823366431951024,-26.04180329546164,-1.9400579483698044,0.5592417315016566,-5.352557007228887,-2.420835753426997,-0.17828653998043387,-0.22681530443205897
2019-11-01,48.40509999999998,-5.127512180059801,-0.4736936391598112,-5.407221873638457,-1.5708971949693198,0.5923417536809026,-3.5024366873433133,-1.3472010012998803,-0.05529093474593038,-0.1672619491838286
2019-12-01,48.52474999999998,-2.257640622389112,-1.6215646953211316,13.404921913971425,-1.7255806357951529,1.1315731085493828,1.8103247859970304,-0.5170301049999049,0.2046231121717213,-0.1798827717703635
2020-01-01,45.9723,-14.721461908219924,-8.002592641554818,5.785071045019952,-1.7486967013164345,0.6543115599045227,2.508430941009099,-1.5620269769414108,-0.398234698644001,-0.6642081219951566
2020-02-01,40.757075,-10.051835840126245,-7.015903756152264,-13.868576651838582,-2.4621757839274494,0.2309225269538996,-9.519422496000727,-2.472295826400117,-1.0017004869717934,-1.4368695666519091
2020-03-01,33.42279999999999,-22.23170939262651,-19.353172214896965,-49.67881691658638,-7.242273032309034,-0.3268306878859725,-18.36723724140463,-2.120358544524481,-2.8352607781494603,-2.6241149545463016
2020-04-01,22.504950000000008,-47.83001423621236,-47.62376211684155,-62.82010405790002,-5.199798257221106,-0.2353467041530486,-21.018729731757592,-2.6235854495711086,-4.135846614186996,-3.4074085272772794
2020-05-01,32.442475,-46.01867205914423,-41.82602797237829,-54.12435483241398,-3.875594746514356,0.7149887103944997,-12.967253712722773,-1.8530271675093468,-2.9113761430735665,-2.6121461110576147
